English,Bulgarian
Chiana,Чиана
prejudiced,предубедени
lawman,законник
Neanderthals,неандерталци
dodo,додо
ducts,канали
emir,емир
Macau,Макао
tangible,материален
squish,мачкам
moat,ров
dislocated,изкълчен
Christa,Криста
exclude,изключвам
purchases,покупки
Mo.,мо
Ennis,Енис
oblivious,забравящ
Tamil,тамилски
blazes,пламва
Clifton,Клифтън
Tubbs,Тъбс
Crocker,Крокър
logically,логично
messin,месин
molecule,молекула
smelt,миришеше
reeling,навиване
Iittle,малко
Musashi,Мусаши
publicist,публицист
gambled,заложени
sorceress,магьосница
mulligan,Мълиган
Tehran,Техеран
zing,зинг
strolling,разхождайки се
iPad,Ай Пад
goalie,вратар
shipyard,корабостроителница
mittens,ръкавици без ръкави
ergo,следователно
olly,Оли
Wexler,Уекслър
Arlington,Арлингтън
BS,BS
passwords,пароли
devoured,погълнат
Valentin,Валентин
hypocritical,лицемерен
pliers,клещи
repel,отблъсквам
polio,детски паралич
Rutherford,Ръдърфорд
smacking,пляскане
smudge,размазване
caved,пещерен
shocker,шокиращо
O'Donnell,О'Донъл
Lassiter,Ласитър
napping,подремване
welcomes,приветства
litigation,съдебни спорове
stinkin,вонящ
remembrance,спомен
riled,раздразнен
Zhaan,Джаан
Whitmore,Уитмор
fins,перки
albino,албинос
chevron,шеврон
Hawkes,Хоукс
clandestine,нелегален
minefield,минно поле
diverse,разнообразен
watered,напоени
generously,щедро
alligators,алигатори
Alcatraz,Алкатраз
Starr,Стар
coated,с покритие
crucifix,разпятие
bellowing,ревене
Lyons,Лион
cleansed,изчистен
holodeck,холодок
hots,горещини
Lolita,Лолита
Brianna,Бриана
thrills,тръпката
toki,токи
compressed,компресиран
hefty,тежък
I.V.,И.В.
salaries,заплати
bayonet,щик
pheasant,фазан
objectives,цели
hurried,забързан
cultivate,култивирам
Tobin,Тобин
fines,глоби
judgments,преценки
hatches,люкове
truffle,трюфел
peppermint,мента
gangsta,гангстер
Cardassians,Кардасианци
unattractive,непривлекателен
Reza,Реза
Xev,Ксев
blazer,блейзер
redirect,пренасочване
glock,глок
Apaches,Апаши
spores,спори
harboring,укриване
rearrange,пренареждам
Shekhar,Шекхар
Bragg,Браг
accents,акценти
señorita,сеньорита
featured,черта
evenly,равномерно
toenails,ноктите на краката
reckons,смята
nooo,нееее
stampede,блъсканица
brewery,пивоварна
Moloch,Молох
headset,слушалка
butI,но аз
holdin,Задръж
cavern,пещера
digestive,храносмилателни
exodus,изселване
warms,затопля
pulses,импулси
mori,мори
potions,отвари
interpreted,тълкувано
Jessup,Джесъп
almonds,бадеми
neighboring,съседни
appetizer,предястие
plastics,пластмаси
staple,телбод
kimi,кими
Zedd,Зед
Yoshida,Йошида
granting,отпускане
Guinevere,Гуиневир
Urgh,Уф!
extermination,изтребление
combustion,изгаряне
Donatello,Донатело
warbling,трептене
hierarchy,йерархия
Olympia,Олимпия
ventilator,вентилатор
electrons,електрони
handbook,наръчник
widen,разширявам се
chivalry,рицарство
Isaiah,Исая
ghostly,призрачен
Aston,Астън
Adelaide,Аделаида
Dawes,Доус
arraignment,обвинение
pamphlet,брошура
Ulrich,Улрих
hydraulic,хидравлични
interstellar,междузвезден
bloods,кръвни
Turin,Торино
Treadstone,Тредстоун
hells,адове
Odette,Одет
recruitment,подбор на персонал
sectors,сектори
Roslin,Рослин
Irv,Ирв
Katz,Кац
plankton,планктон
bookies,букмейкъри
Elly,Ели
timely,своевременно
firecracker,петарда
lodging,квартира
Ortega,Ортега
charismatic,харизматичен
destroyers,разрушители
smartass,умник
expo,изложение
persist,упорствам
plated,покрит с покритие
neutralized,неутрализиран
hodge,ходжа
Navid,Навид
loon,луна
stems,стъбла
tensions,напрежения
Bugsy,Бъгси
picturing,изобразяване
thrashing,тръшкане
guerrillas,партизани
diplomats,дипломати
Comanche,Команчи
Melly,Мели
iceman,леден човек
Lexx,Лекс
Guillermo,Гилермо
aftermath,последствия
deo,део
lavatory,тоалетна
intricate,сложен
cushions,възглавници
founders,основатели
thereafter,след това
impartial,безпристрастен
unlawful,незаконно
probes,сонди
imaginative,въображаем
nirvana,нирвана
Daley,Дейли
scoffing,подигравка
Bajoran,баджорски
braver,по-смел
Persia,Персия
denounce,изобличавам
Smithers,Смитърс
petroleum,петрол
hippy,хипи
Gonzalo,Гонсало
coos,гукане
hurrying,бързаме
endangering,застрашаващ
omelette,омлет
silencer,заглушител
Punjab,Пенджаб
invoice,фактура
electro,електро
punishable,наказуемо
mongrel,мелез
mannequin,манекен
flung,хвърлен
fryer,фритюрник
umbilical,пъпна
Spector,Спектор
toxicology,токсикология
anonymously,анонимно
superpower,суперсила
pestilence,мор
Geiger,Гайгер
Pacino,Пачино
vengeful,отмъстителен
taboo,табу
Tien,Тиен
assumes,предполага
Blanchard,Бланшар
scorn,презрение
purcell,Пърсел
playtime,време за игра
spout,чучур
Yumi,Юми
gazette,вестник
rapture,възторг
shard,фрагмент
unchanged,непроменен
talon,нокти
seams,шевове
doctorate,докторска степен
Yugoslavia,Югославия
and/or,и/или
resilient,издръжлив
ob,об
remake,римейк
derived,получени
klan,клан
Mads,Мадс
astronomical,астрономически
readiness,готовност
campers,кемпери
preschool,предучилищна
sneezing,кихане
loophole,вратичка
courteous,учтив
bene,бене
descriptions,описания
huff,хъф
pebbles,камъчета
slingshot,прашка
comp,комп
gigolo,жиголо
emerges,се появява
rein,юзда
Kaoru,Каору
Nazareth,Назарет
loyalties,лоялности
entertainer,артист
chirp,чуруликам
ugliest,най-грозният
Fresno,Фресно
onset,начало
berth,койка
dunes,дюни
relapse,рецидив
sprint,спринт
wol,вол
exorcist,екзорсист
generic,генеричен
shimmy,шимми
toddler,малко дете
ein,ein
Vickie,Вики
harshly,грубо
savor,вкусвам
joong,джунг
reverence,благоговение
monumental,монументален
publishers,издатели
Dillinger,Дилинджър
Milhouse,Милхаус
malpractice,злоупотреба
decapitated,обезглавен
dui,дуй
programmer,програмист
reroute,пренасочване
